"","Genedataset1.FC","Genedataset1.FDR","Genedataset2.FC","Genedataset2.FDR","Genedataset3.FC","Genedataset3.FDR","Genedataset4.FC","Genedataset4.FDR","Count"
"GPR107","0.710848148182414","0.00418941854465112","0.58964176636553","0.550856955589853","no value","no value","1.0649288643442","0.404422613821408",-1
"GPR108","no value","no value","no value","no value","no value","no value","1.05303656608683","0.161963136344721",0
"GPR109A","0.318418406946846","6.01208519789733e-10","0.492958702357473","0.000342132442066506","no value","no value","0.898051511581861","0.00531549707092049",-3
"GPR109B","0.307068040080658","2.98099835034204e-07","0.459351854641251","0.000168270030350764","no value","no value","0.906263107138234","0.0126309667632379",-3
"GPR110","no value","no value","no value","no value","no value","no value","0.726973403409155","0.000439551808848929",-1
"GPR111","no value","no value","no value","no value","no value","no value","1.0312476282773","0.539015635298181",0
"GPR113","no value","no value","no value","no value","no value","no value","0.703738989957281","0.000142271414105597",-1
"GPR114","0.954224985678079","0.959076079693489","0.824355609104966","0.0270127116710565","no value","no value","0.953729251899333","0.22742510654192",-1
"GPR115","1.0475212196039","0.486364908635252","no value","no value","no value","no value","0.776814350750413","0.00198787467845317",-1
"GPR116","0.82284622557083","0.00128310724664899","0.69094984712233","0.0368280607044739","0.636170605318752","4.2677069439631e-10","0.950260908138231","0.00966937453001442",-4
"GPR119","0.690922008345685","0.00325836568280058","0.58591505581552","2.45544262427288e-06","no value","no value","no value","no value",-2
"GPR12","0.932348714818839","0.446036721654605","no value","no value","no value","no value","0.869110605903047","0.00139361057536972",-1
"GPR120","no value","no value","no value","no value","no value","no value","1.12140987020799","0.131152672804207",0
"GPR123","0.352302792905406","7.99746227104159e-10","0.318436801824758","9.9099013833807e-05","no value","no value","0.781845764319308","3.6324276825175e-06",-3
"GPR124","0.874196051632578","0.0716288542465086","no value","no value","no value","no value","1.10586325067795","0.000168015297395972",0
"GPR125","0.297877271939431","0.0259625630841581","1.08871562751701","0.784747805190165","no value","no value","0.947271588347243","0.284466467245638",-1
"GPR126","0.270185911870717","0.00427917901563804","0.484397995329075","0.00874138030916806","no value","no value","0.68373524518127","0.000174904010131812",-3
"GPR128","1.0778548331232","0.337222557686703","0.93288423679436","0.285378294387006","no value","no value","0.964358186571895","0.340039140847746",0
"GPR132","0.329653437514174","0.000548000170344273","0.422215318466398","0.00164135422078159","no value","no value","0.967945384525772","0.471174413926487",-2
"GPR133","0.57139171229171","0.00244933024991254","0.692982323657525","9.95411339215475e-16","no value","no value","1.20441107858256","0.059376434752089",-1
"GPR135","2.49199917525757","0.281474879272402","6.54424376058454","4.11512961072451e-05","no value","no value","0.966019597981912","0.302950967419427",1
"GPR137","0.628104502396839","0.000757889655706768","0.727968691347764","1.12310114910662e-12","no value","no value","0.962876357809811","0.209778743866973",-2
"GPR137B","0.495870408526783","9.74568326622707e-07","Inf","0.00840763950116975","no value","no value","1.58951755396118","0.10853239211554",0
"GPR137C","no value","no value","no value","no value","no value","no value","1.00179724048168","0.792049083267541",0
"GPR141","0.720164549313834","0.000502747529874867","0.661448990960854","9.14209335479347e-09","no value","no value","0.756260203593425","1.44735023244898e-05",-3
"GPR142","0.380568463284193","3.31731270434525e-08","0.453941310441168","2.20144913610348e-05","no value","no value","0.592356668719654","1.26741095278956e-09",-3
"GPR143","0.642300217951686","0.0198453695442822","1.09267272026401","0.510936635738741","no value","no value","no value","no value",-1
"GPR146","0.898556468678785","0.0555918083628459","0.922961834936845","0.00402939761047909","no value","no value","1.23254519768419","6.64921990986372e-05",-1
"GPR148","0.605145641470489","0.0145982174350545","0.932313995370446","4.17833801618502e-07","no value","no value","no value","no value",-2
"GPR149","no value","no value","no value","no value","no value","no value","1.93727917871239","0.0333385003658963",1
"GPR15","0.634812174911544","0.0194817270679167","no value","no value","no value","no value","0.863949779405609","0.00972949799888181",-2
"GPR150","1.81701064745118","0.02161953974239","1.87082291561088","1.76395662422226e-09","no value","no value","1.79598090834594","0.0474441923534218",3
"GPR152","0.468570911473328","7.22410628543808e-07","0.689196179290713","3.19791856418743e-09","no value","no value","0.996797182223664","0.576878765374409",-2
"GPR153","0.486172309009289","3.42444000464533e-08","0.399895477814655","0.00371304485280752","no value","no value","0.906003238362627","0.0206342266893608",-3
"GPR154","0.400900849849692","7.63725393369918e-09","0.407205386174833","4.93104852375921e-05","no value","no value","no value","no value",-2
"GPR155","0.604552018210556","0.00110294721249103","Inf","0.166627174742656","no value","no value","2.30248205261167","0.00824809054533857",0
"GPR156","0.504584741218154","1.41443176789321e-05","no value","no value","no value","no value","0.821239303875684","0.00707138417870606",-2
"GPR157","0.339059358754878","0.000525642320031946","Inf","7.72543371158218e-06","no value","no value","0.653210717249846","1.56786173812253e-05",-1
"GPR158","no value","no value","no value","no value","no value","no value","0.535884064403074","2.51178715159097e-07",-1
"GPR160","0.231748926227548","9.14745912421488e-05","0.371853948518096","0.00267332485578088","no value","no value","0.614035120830936","3.38886520386587e-05",-3
"GPR161","0.519129658446301","0.00100232586291252","no value","no value","no value","no value","1.00599590121033","0.476208972478072",-1
"GPR162","0.661693717980527","0.00523847212177464","12.1264178152992","0.00184296076138761","no value","no value","1.90144497499688","0.00111601472777188",1
"GPR17","0.465778976204457","0.00763468520350244","0.550341498714487","0.000232483512132688","no value","no value","1.40756177918742","0.00501358131678842",-1
"GPR171","1.20900177233069","0.00322543246694303","no value","no value","no value","no value","1.03866015399321","0.174651352285432",1
"GPR172A","0.622912355522341","0.00087619822409847","0.581094751073726","0.00158750816905726","no value","no value","0.95353742527218","0.0234585317603947",-3
"GPR172B","no value","no value","no value","no value","no value","no value","0.783781450120381","0.00395549858010038",-1
"GPR173","0.428824192572317","0.0778143222063084","0.758931214829595","0.461475525993359","no value","no value","no value","no value",-1
"GPR174","0.781270938277606","0.0048160596829721","no value","no value","no value","no value","no value","no value",-1
"GPR175","1.05022084988896","0.00864181214781403","0.9845172029733","0.415896728113046","no value","no value","no value","no value",1
"GPR176","0.50960057849152","0.00353013785546514","0.779367063810204","0.799202961836011","no value","no value","0.758881105611582","0.0026843573406783",-2
"GPR177","0.676338555886728","0.00196331162690453","0.865422538310816","0.849401515247449","no value","no value","no value","no value",-1
"GPR179","no value","no value","no value","no value","no value","no value","0.754811966965312","7.23097079887354e-07",-1
"GPR18","0.831180629847626","0.00127290701659071","no value","no value","no value","no value","1.4747007422477","3.64084655009184e-06",0
"GPR180","no value","no value","no value","no value","no value","no value","1.0543569677585","0.481367474514803",0
"GPR182","no value","no value","no value","no value","no value","no value","1.00462682993591","0.505094504838394",0
"GPR183","no value","no value","no value","no value","no value","no value","1.49766047475255","0.0124307302662467",1
"GPR19","0.943929615989074","0.0301705741239321","0.913662272196312","0.000599800878058282","no value","no value","0.762238768705816","0.000161110017439322",-3
"GPR20","no value","no value","no value","no value","no value","no value","0.782509295060241","9.5150747628247e-05",-1
"GPR21","1.31627942304284","0.0023729409658075","1.1411723921726","0.0467606013884457","no value","no value","1.03954851669115","0.0974632543200389",3
"GPR22","1.11226554409914","0.00567206728329205","no value","no value","no value","no value","0.98819897055137","0.449190267323589",1
"GPR23","1.07173925049889","0.561146434008843","no value","no value","no value","no value","no value","no value",0
"GPR24","0.875343941094763","0.221887949736092","0.818806900904486","0.0075414274261118","no value","no value","no value","no value",-1
"GPR25","0.720697232336114","0.312079234987731","1.0541645478306","0.375301242680805","no value","no value","1.01152173935467","0.873375326121637",0
"GPR26","1.44076314509096","0.0752868023430791","2.26864698275063","1.12083493788763e-05","no value","no value","0.660451929388055","5.69671470695782e-06",1
"GPR27","0.309750146443938","0.126166539167543","1.26412248704475","0.0610498258562447","no value","no value","1.39406828972213","0.0917129419349636",2
"GPR3","0.516416381056739","0.0125210895325584","0.495308465855296","0.159866000253591","no value","no value","1.11686876721788","0.444209917876592",-1
"GPR30","3.25654657129344","0.247810047205766","19.9817070653845","2.07537095856652e-09","no value","no value","no value","no value",1
"GPR31","0.673952830553519","2.15325272526469e-05","no value","no value","no value","no value","no value","no value",-1
"GPR32","0.451147474422019","6.48083702346248e-06","0.443341181863546","1.95511791635914e-06","no value","no value","no value","no value",-2
"GPR34","1.12623619414392","0.0761526218360689","no value","no value","no value","no value","no value","no value",1
"GPR35","0.778718849017105","0.000115387786042986","0.68744124350304","5.20238512617599e-10","no value","no value","0.937345202084493","0.0165060584328825",-3
"GPR37","0.599354233632592","0.000597319426694637","0.679998517124831","0.774588917935306","no value","no value","2.60163062072593","5.69414074235231e-05",0
"GPR37L1","0.339662584067575","3.22024389372988e-07","0.486921273745558","5.85748259069007e-07","no value","no value","1.11474397133026","0.13789109859055",-2
"GPR39","0.38049383563417","2.32477219210344e-05","0.504395436506386","0.00233611339510113","no value","no value","1.00127177119783","0.715966705204307",-2
"GPR4","0.449710291014021","0.00414405343156874","0.939385623319041","0.144100500046086","no value","no value","1.23830846425025","0.449019471564421",-1
"GPR42","0.89311571570269","0.484886269310711","0.791984380229546","0.000199196192838296","no value","no value","no value","no value",-1
"GPR44","0.548707106744074","0.000991524735796616","0.589083259807073","0.0110613992141081","no value","no value","1.00881665872853","0.95439440820602",-2
"GPR45","0.707897106711927","0.000102889570822219","0.860655987504914","1.78336098290277e-08","no value","no value","0.971948000170239","0.0190255121644117",-3
"GPR52","no value","no value","no value","no value","no value","no value","1.0526123844007","0.300188672816338",0
"GPR55","0.604979053839408","0.000126780239340598","0.731263876462681","0.000185847628458309","no value","no value","1.08780132264981","0.0973735819703673",-1
"GPR56","0.347860856020941","2.01217954550328e-06","0.559332981886976","2.1995885200591e-05","no value","no value","0.911096041212816","0.0127165342347516",-3
"GPR6","0.542953430004012","0.000478861897106787","3.72832742914762","6.94057178984041e-07","no value","no value","no value","no value",0
"GPR61","0.927108975783811","0.303927957813684","0.916328008440627","0.00208104911311919","no value","no value","0.962587358398628","0.147234328788914",-1
"GPR62","0.526687337285728","0.000312527196464241","0.344580181206461","0.00018730363263781","no value","no value","1.0399105654932","0.767449797027801",-2
"GPR63","0.721318934946414","8.63132959250937e-05","1.51074533455369","0.000664184485536669","no value","no value","1.42654181536584","0.387218308700415",0
"GPR64","0.428218139390433","4.26729839438543e-10","no value","no value","no value","no value","no value","no value",-1
"GPR65","1.11277467847938","0.0730847455787313","no value","no value","no value","no value","0.947588095394486","0.128800502324005",1
"GPR68","0.604803643128674","0.105689612406589","1.44658410865304","0.153285208223687","no value","no value","1.20550919810076","0.32857444526889",0
"GPR75","1.05378893819955","0.986730900105743","1.19172942721583","0.00193318751741655","no value","no value","1.72961255948945","5.89649482678778e-05",2
"GPR77","0.422791826900731","0.000918396137535066","no value","no value","no value","no value","0.966027416182073","0.356224451556993",-1
"GPR78","0.555309057478492","0.239202372654632","1.51559599621779","0.0236543254988458","no value","no value","1.01158603168258","0.972170238384801",1
"GPR81","0.295648311357717","0.000317916765392566","0.349574745659324","2.65097976884792e-05","no value","no value","0.758028927741827","1.64254697004598e-06",-3
"GPR82","0.631942149534713","0.00333446993032421","no value","no value","no value","no value","no value","no value",-1
"GPR83","2.97214589857312","0.0157282472463817","10.364504276581","2.67769905644949e-18","no value","no value","2.11293650785585","0.00334325137472908",3
